"Product_Name","GPU_Chip","Released","Bus","Memory","GPU_clock","Memory_clock","Shaders.TMUs.ROPs","Manufacturer","Classification"
"Radeon 7000 Mac Edition","RV100","Mar 2004","AGP 4x","32 MB, DDR, 64 bit","183 MHz","183 MHz","1 / 0 / 3 / 1","ATI","Desktop"
"Radeon 7000 Mac Edition PCI","RV100","Mar 2004","PCI","32 MB, DDR, 64 bit","183 MHz","183 MHz","1 / 0 / 3 / 1","ATI","Desktop"
"Radeon 9000 PRO Mac Edition","RV250","Mar 2004","AGP 4x","64 MB, DDR, 128 bit","275 MHz","275 MHz","4 / 1 / 4 / 4","ATI","Desktop"
"Radeon 9800 XT Mac Edition","R360","Mar 2004","AGP Pro 8x","256 MB, DDR, 256 bit","412 MHz","365 MHz","8 / 4 / 8 / 8","ATI","Desktop"
"Radeon 9800 PRO Mac Edition","R360","Mar 2004","AGP Pro 8x","128 MB, DDR, 256 bit","378 MHz","338 MHz","8 / 4 / 8 / 8","ATI","Desktop"
"Radeon 9250","RV280","Mar 2004","AGP 8x","64 MB, DDR, 64 bit","240 MHz","200 MHz","4 / 1 / 4 / 4","ATI","Desktop"
"Radeon 9250 PCI","RV280","Mar 2004","PCI","128 MB, DDR, 64 bit","240 MHz","200 MHz","4 / 1 / 4 / 4","ATI","Desktop"
"Radeon X800 XT AGP","R420","Mar 2004","AGP 8x","256 MB, GDDR3, 256 bit","500 MHz","500 MHz","16 / 6 / 16 / 16","ATI","Desktop"
"Radeon X800 XT Platinum","R423","Mar 2004","PCIe 1.0 x16","256 MB, GDDR3, 256 bit","520 MHz","560 MHz","16 / 6 / 16 / 16","ATI","Desktop"
"All-In-Wonder 9600 XT","RV360","Feb 2004","AGP 8x","128 MB, DDR, 128 bit","527 MHz","324 MHz","4 / 2 / 4 / 4","ATI","Desktop"
"All-In-Wonder 9200","RV280","Jan 2004","AGP 8x","128 MB, DDR, 128 bit","250 MHz","200 MHz","4 / 1 / 4 / 4","ATI","Desktop"
"All-In-Wonder 9200 LE","RV280","Jan 2004","AGP 8x","128 MB, DDR, 64 bit","250 MHz","166 MHz","4 / 1 / 4 / 4","ATI","Desktop"
"All-In-Wonder 9600","RV350","Dec 2003","AGP 8x","128 MB, DDR, 128 bit","324 MHz","196 MHz","4 / 2 / 4 / 4","ATI","Desktop"
"Radeon 9600 TX","R300","Oct 2003","AGP 8x","128 MB, DDR, 128 bit","297 MHz","270 MHz","8 / 4 / 8 / 8","ATI","Desktop"
"Radeon 9550","RV350","Oct 2003","AGP 8x","64 MB, DDR, 128 bit","250 MHz","200 MHz","4 / 2 / 4 / 4","ATI","Desktop"
"Radeon 9600","RV350","Oct 2003","AGP 8x","64 MB, DDR, 128 bit","324 MHz","189 MHz","4 / 2 / 4 / 4","ATI","Desktop"
"Radeon 9600 PRO","RV360","Oct 2003","AGP 8x","128 MB, DDR, 128 bit","400 MHz","300 MHz","4 / 2 / 4 / 4","ATI","Desktop"
"Radeon 9600 SE","RV350","Oct 2003","AGP 8x","64 MB, DDR, 64 bit","325 MHz","200 MHz","4 / 2 / 4 / 4","ATI","Desktop"
"Radeon 9600 XT","RV360","Oct 2003","AGP 8x","128 MB, DDR, 128 bit","500 MHz","300 MHz","4 / 2 / 4 / 4","ATI","Desktop"
"Radeon 9800 PRO","R360","Oct 2003","AGP 8x","256 MB, DDR, 256 bit","380 MHz","340 MHz","8 / 4 / 8 / 8","ATI","Desktop"
"Radeon 9800 XT","R360","Oct 2003","AGP 8x","256 MB, DDR, 256 bit","412 MHz","365 MHz","8 / 4 / 8 / 8","ATI","Desktop"
"Radeon 9800 XXL","R360","Oct 2003","AGP 8x","128 MB, DDR, 256 bit","390 MHz","338 MHz","8 / 4 / 8 / 8","ATI","Desktop"
"All-In-Wonder 9800 SE","R350","Sep 2003","AGP 8x","128 MB, DDR, 128 bit","378 MHz","297 MHz","4 / 4 / 4 / 8","ATI","Desktop"
"All-In-Wonder 9800 PRO","R350","Jun 2003","AGP 8x","128 MB, DDR, 256 bit","378 MHz","338 MHz","8 / 4 / 8 / 8","ATI","Desktop"
"Radeon 9200","RV280","May 2003","AGP 8x","128 MB, DDR, 128 bit","250 MHz","200 MHz","4 / 1 / 4 / 4","ATI","Desktop"
"Radeon 9200 LE","RV280","May 2003","AGP 8x","64 MB, DDR, 128 bit","250 MHz","200 MHz","4 / 1 / 4 / 4","ATI","Desktop"
"Radeon 9200 PCI","RV280","May 2003","PCI","128 MB, DDR, 128 bit","250 MHz","200 MHz","4 / 1 / 4 / 4","ATI","Desktop"
"Radeon 9200 PRO","RV280","May 2003","AGP 8x","128 MB, DDR, 128 bit","239 MHz","164 MHz","4 / 1 / 4 / 4","ATI","Desktop"
